time,CZ-A1
1.92,27.672724027676114
1.94,19.812641894778892
1.96,9.045027782665322
1.98,18.27802612779173
2.0,19.461463121356303
2.02,14.21241770315995
2.04,13.505835574278425
2.06,2.5899222247648632
2.08,-7.9997424554117682
2.1,-12.81042712672247
2.12,12.693861652010401
2.14,29.29029678277551
2.16,30.723360284557785
2.18,30.023315691957674
2.2,24.221198891196522
2.22,36.361909895004096
2.24,57.221302688714921
2.26,58.6261811466035
2.28,50.193303754707259
2.3,30.163557574056266
2.32,17.807608247709339
2.34,1.0720186881531766
2.36,-5.8807933227427203
2.38,3.658471939251116
2.4,14.997439402694166
2.42,23.104594248585599
2.44,25.453324789183117
2.46,17.503450350465368
2.48,17.969976957498183
2.5,5.8619933492767489
2.52,-4.11419503731664
2.54,-6.6903817081437085
2.56,13.581712489524355
2.58,39.098527427223416
2.6,41.269460750331916
2.62,44.140123298061397
2.64,39.752872191527842
2.66,38.478754625530009
2.68,34.383001981394386
2.7,35.68808159468081
2.72,36.333540246128152
2.74,34.631391847468592
2.76,34.587172993068222
2.78,43.401314420134909
2.8,62.452818900808879
2.82,60.084663991747654
2.84,42.177363443855604
2.86,34.973639278829083
2.88,18.998795054038343
2.9,16.714358995528979
2.92,28.384286229700255
2.94,25.389812085454171
2.96,26.662294180281577
2.98,26.980633974824464
3.0,36.522845730148376
3.02,26.633787900759309
3.04,27.603353696537503
3.06,25.491534469217797
3.08,31.659810878329584
3.1,31.53461692396608
3.12,47.757140391105239
3.14,42.503928069401276
3.16,24.856443955708237
3.18,6.6920113756917017
3.2,18.221669445168345
3.22,22.86568667275338
3.24,24.399692256814284
3.26,23.835454845487277
3.28,18.070924607358045
3.3,22.163960836898216
3.32,20.328824192576356
3.34,47.487947553683767
3.36,53.652553096103709
3.38,44.613847319589468
3.4,35.518219314156326
3.42,34.649504557830717
3.44,41.231480109361094
3.46,28.879618096788278
3.48,17.578271642055935
3.5,-1.3326440184022874
3.52,0.76081401900652224
3.54,13.18992961954531
3.56,8.515100575314456
3.58,19.219595212754619
3.6,25.115100041899957
3.62,22.270976522176916
3.64,19.868332850089296
3.66,23.305196791693561
3.68,23.075519289640127
3.7,24.096528506621858
3.72,37.561699627484813
3.74,42.229492073930246
3.76,43.066965032751227
3.78,48.194447017142238
3.8,48.059464639312395
3.82,53.645769875174274
3.84,37.662133545016701
3.86,25.228165465478551
3.88,7.8527163700337157
3.9,15.812228333628031
3.92,18.906861179628262
3.94,26.420723133464811
3.96,31.943563997900178
3.98,38.423144586442753
4.0,35.525254552406537
4.02,32.264549995202124
4.04,21.224044578023285
4.06,23.230133464270953
4.08,33.676763457027221
4.1,41.172037102542589
4.12,36.577895388623077
4.14,31.115041865896369
4.16,21.08789751341363
4.18,16.511616496888813
4.2,23.636904105804028
4.22,29.000999555969372
4.24,24.046084898361119
4.26,21.069989107787642
4.28,25.289067515065867
4.3,32.563779756279885
4.32,23.300576303032397
4.34,13.882810769834865
4.36,3.4565938391501896
4.38,37.709620699152836
4.4,52.574545813271406
4.42,51.239489647840188
4.44,46.021702597789869
4.46,48.299776576715949
4.48,53.353112807455318
4.5,42.464043935807197
4.52,20.777812972105593
4.54,4.910198986044338
4.56,0.7353277310627262
4.58,4.3979723995095199
4.6,27.983147393955726
4.62,26.720022433087184
4.64,26.311316753144013
4.66,31.010677195344559
4.68,24.171215287983909
4.7,11.554180247183577
4.72,20.031163582398335
4.74,26.776208482884485
4.76,45.972133649837588
4.78,47.375956169914865
4.8,39.865869915169775
4.82,32.790996657019335
4.84,28.047022383710498
4.86,34.222598269659912
4.88,43.900966984084839
4.9,41.491228218700506
4.92,41.388995659817347
4.94,41.131324438785043
4.96,32.362642426663214
4.98,24.781281893364124
5.0,24.829222826217176
5.02,27.816608426766933
5.04,23.465053036622564
5.06,20.568412114909279
5.08,19.015989823254891
5.1,34.520706980972257
5.12,55.239412419881845
5.14,40.806083676119883
5.16,28.473429408483604
5.18,12.83590427471071
5.2,18.75148087323651
5.22,27.705784071691944
5.24,16.942593964929884
5.26,1.3469599705268074
5.28,-10.070444797714751
5.3,3.1213327438199339
5.32,3.351113948855601
5.34,16.780171670766528
5.36,25.024709733318385
5.38,27.427417710671818
5.4,47.783841464862761
5.42,50.67095869101702
5.44,36.648801000747383
5.46,36.274954692318737
5.48,16.61177900999968
5.5,5.6939626153351846
5.52,-1.3076966387945188
5.54,-0.057214891905923521
5.56,-5.7555068556650184
5.58,2.4978845526745554
5.6,20.161064100800495
5.62,27.417815430335931
5.64,32.090708893356869
5.66,50.786824180810839
5.68,57.038167946788739
5.7,41.713655427497244
5.72,59.200135831065367
5.74,88.413862001737172
5.76,60.663536274470857
5.78,31.228459051409885
5.8,32.475491129531534
5.82,28.627417788697837
5.84,13.776447272574915
5.86,12.318773057869286
5.88,20.163480499909582
5.9,18.290341823871927
5.92,17.767876775319436
5.94,21.07687784703721
5.96,18.989400704226149
5.98,21.240232211300814
6.0,28.565797810600252
6.02,30.755318488497128
6.04,26.64871876301217
6.06,19.866138997443848
6.08,24.690404340472409
6.1,52.015273394083664
6.12,55.028177466336523
6.14,57.004171237621485
6.16,51.611252404768408
6.18,56.129671562494622
6.2,50.346009336145549
6.22,56.167920629343037
6.24,56.350862118463283
6.26,45.759621401423324
6.28,44.131559490745943
6.3,54.187586243628772
6.32,54.708706737981458
6.34,34.742234694039908
6.36,21.008636718610969
6.38,24.649132112016094
6.4,16.822015829944675
6.42,10.54620111331039
6.44,15.453900665422418
6.46,19.127643260771883
6.48,20.203176566367613
6.5,2.1371305669179979
6.52,30.485431094258814
6.54,25.147387691104516
6.56,4.7295203229844542
6.58,-13.183830466344789
6.6,-12.339514990142526
6.62,-10.029589049536046
6.64,-6.8375840819439615
6.66,-4.1121585190918655
6.68,-6.0498482464988363
6.7,4.5011854273899568
6.72,6.7074954054436002
6.74,21.737309359545417
6.76,15.108729739990258
6.78,16.60641371962603
6.8,18.480386278506899
6.82,25.539197042356736
6.84,28.40081356616087
6.86,33.618245097651254
6.88,48.923219542422075
6.9,59.416045414233402
6.92,64.373538991452989
6.94,67.700886821627677
6.96,74.17983299600543
6.98,65.781970782618259
7.0,55.403911312168773
7.02,40.75193321876732
7.04,31.707964482903307
7.06,20.13471346030812
7.08,24.289118269752809
7.1,27.945297500578395
7.12,27.213808656795521
7.14,25.102946467399079
7.16,19.402041290037488
7.18,18.932024613977426
7.2,23.805379766432061
7.22,35.504975294121365
7.24,33.45323717457493
7.26,32.630980843405908
7.28,21.476501014901448
7.3,26.002018074776
7.32,34.813164382307079
7.34,37.500291550719304
7.36,33.180728824457773
7.38,23.040784783802795
7.4,12.850020161271731
7.42,7.8062578070596613
7.44,23.813329058735661
7.46,27.504933487604941
7.48,24.304151717992841
7.5,11.978910032817229
7.52,48.542525386355692
7.54,60.957622982953438
7.56,64.085070622045578
7.58,53.140622485498803
7.6,38.463080314710268
7.62,21.275201021077429
7.64,16.478770174649483
7.66,9.3379589231555578
7.68,4.9010249587461416
7.7,5.3121049544654344
7.72,6.7638989265207048
7.74,11.474155682628188
7.76,18.254872898936096
7.78,27.976733798342391
7.8,27.06592264635356
7.82,32.486058467596074
7.84,47.606247902270042
7.86,41.256558379559422
7.88,26.125377443263094
7.9,28.37833391030388
7.92,32.871740234014595
7.94,21.415082785051581
7.96,17.972465281995277
7.98,15.215017872477819
8.0,29.777400642506926
8.02,31.655298897584675
8.04,12.571406592030673
8.06,24.743978772783166
8.08,41.900634909430721
8.1,40.479230660261123
8.12,57.494608836521799
8.14,76.662991040025773
8.16,78.081754986350631
8.18,67.212664993527014
8.2,57.264071281956831
8.22,46.984336134644224
8.24,39.072846737179262
8.26,25.700655808379079
8.28,17.669092732144644
8.3,20.64199017762764
8.32,5.7531349845110675
8.34,-7.3247118774572479
8.36,-11.474973751920004
8.38,-0.92566001412234289
8.4,9.5773055365243795
8.42,22.171463912532992
8.44,38.099449438909382
8.46,40.486786563631021
8.48,23.022105056573764
8.5,10.218558461105983
8.52,5.4655769506272094
8.54,-10.016674966362199
8.56,18.719356323193271
8.58,36.90646239164132
8.6,33.928389873229577
8.62,24.359231656353352
8.64,33.009075551401367
8.66,26.490306716080379
8.68,17.220516928628598
8.7,16.500074562695211
8.72,17.166736816834124
8.74,10.255620530356882
8.76,11.597228970026755
8.78,11.318759139343074
8.8,17.123362908967799
8.82,30.282288690624583
8.84,34.928944117370335
8.86,34.427497525646515
8.88,30.480504120398724
8.9,40.432984339385875
8.92,41.901539557298094
8.94,51.949591144111452
8.96,56.835563318985919
8.98,51.368775174486174
9.0,32.426007217058313
9.02,26.604459836374527
9.04,21.417375431818883
9.06,33.906792719689918
9.08,43.507943637541423
9.1,42.198783384272247
9.12,49.895793160548465
9.14,42.189654333187306
9.16,27.405008927054144
9.18,26.44483943820066
9.2,34.738670780895092
9.22,29.756411105270608
9.24,17.379582019421768
9.26,25.446115649128284
9.28,25.373602891750998
9.3,21.468191917647459
9.32,34.144139909279758
9.34,45.844610127253553
9.36,65.502315464029735
9.38,71.276989166388574
9.4,50.61706482674478
9.42,29.09694968185212
9.44,18.074092746464505
9.46,-6.7027230007087413
9.48,-28.776299288869868
9.5,-18.28487914171637
9.52,21.500557325862118
9.54,38.66662588740666
9.56,27.303434285068771
9.58,15.283690165402326
9.6,44.161659517490605
9.62,51.46834363051093
9.64,33.593032989050528
9.66,13.663232877688808
9.68,9.0813141471487295
9.7,1.9484663153607593
9.72,0.27701142985431026
9.74,-3.538307890598603
9.76,-2.7202277976409897
9.78,28.996308338946562
9.8,42.847128528233455
9.82,43.467858432130825
9.84,42.522256962058506
9.86,55.75285958911487
9.88,50.38714444496155
9.9,36.640852220817152
9.92,22.563830281815491
9.94,37.49557132789846
9.96,56.426014018154447
9.98,57.002614504230564
10.0,45.438600566449622
10.02,30.347993207911365
10.04,22.451346186693783
10.06,24.589562227487612
10.08,39.690716802067215
10.1,47.31893708144387
10.12,30.968876892592338
10.14,1.2367375925939692
10.16,-12.131414122626074
10.18,-3.0502004092980122
10.2,12.594543480958951
10.22,22.71649392542971
10.24,22.916021944506003
10.26,41.282436263358726
10.28,61.90998693978932
10.3,65.726590357081463
10.32,51.96952276474196
10.34,46.291609954605264
10.36,50.803756899269942
10.38,38.523322496922844
10.4,22.260701678719851
10.42,6.5396662713349274
10.44,3.7842885121760004
10.46,5.8893793435230464
10.48,12.997314061707325
10.5,13.24445808214687
10.52,16.222498192726224
10.54,17.014229481543669
10.56,10.538877751950709
10.58,11.290423115163994
10.6,31.444900680904819
10.62,24.517056190521366
10.64,24.051745118473107
10.66,14.732085109302599
10.68,2.289896497347351
10.7,11.432773833956308
10.72,19.312914607685386
10.74,21.218762235911669
10.76,27.244344222429206
10.78,32.775349336944139
10.8,34.641169431344494
10.82,41.149835581805775
10.84,54.33018432369893
10.86,64.831378728871016
10.88,73.506820722055039
10.9,75.362202902074614
10.92,69.164354798256994
10.94,64.079566830753436
10.96,50.204381626740037
10.98,32.332957169939931
11.0,14.690886214554956
11.02,-12.050817046841276
11.04,-23.426089166511851
11.06,-10.813923268332601
11.08,-3.3197572349028084
11.1,3.2354222267667065
11.12,17.474050844961596
11.14,20.017441031623218
11.16,19.409604106657895
11.18,27.225984266979712
11.2,23.574714640029004
11.22,-3.0018331844374981
11.24,25.265442797851339
11.26,39.461572175138215
11.28,4.0254006084529603
11.3,4.6421849601450367
11.32,44.51698037817124
11.34,64.310403781067052
11.36,54.070391251362267
11.38,81.657804566177887
11.4,84.928623188933727
11.42,70.237568209129023
11.44,54.934927124277834
11.46,64.09829460734737
11.48,67.565497478826259
11.5,20.720124227566689
11.52,4.7287950476164271
11.54,37.576268973374276
11.56,39.761069976895286
11.58,24.359872212760521
11.6,8.8440883318981012
11.62,-8.046710572709209
11.64,-10.546353095689263
11.66,-7.0357386547466474
11.68,25.589231390657012
11.7,55.8875740724704
11.72,62.426518177895773
11.74,55.229318616900315
11.76,47.503478270662306
11.78,47.34128868540806
11.8,38.745650003180195
11.82,22.688356807320041
11.84,3.2147140153807507
11.86,-3.3641190221513542
11.88,5.5374851452807619
11.9,1.0085041186537818
11.92,-14.566660975370548
11.94,-15.804947857552424
11.96,-10.102158953158346
11.98,3.8499138723746338
12.0,13.018348708171263
12.02,12.496215601475974
12.04,23.875855765207767
12.06,31.7088989067027
12.08,25.377861201722673
12.1,17.958430779351033
12.12,31.970641449269696
12.14,32.12047782170422
12.16,29.173268641783235
12.18,38.001052431828214
12.2,53.188915183456402
12.22,67.877487253607129
12.24,63.053165193986281
12.26,50.472505938045174
12.28,36.821768321441382
12.3,29.426292304005589
12.32,32.347832006701822
12.34,25.605464850470341
12.36,30.992321637295674
12.38,41.067731555893346
12.4,47.46297753034753
12.42,55.689662077461925
12.44,46.663825852142068
12.46,45.401844280780594
12.48,34.749499721470301
12.5,52.728011379742433
12.52,40.99602483377884
12.54,30.500395307395692
12.56,20.764901465007121
12.58,2.7721258446980168
12.6,-3.9449043956678675
12.62,4.1918163576112519
12.64,6.7252756835385554
12.66,0.25413810035434325
12.68,-1.9801458493702901
12.7,3.4668304538344894
12.72,6.0335680947398718
12.74,10.767606563552519
12.76,25.010123370495421
12.78,57.403689501010533
12.8,76.405299701510074
12.82,64.071552660126486
12.84,44.851881954665956
12.86,35.37353709711185
12.88,21.099930385375032
12.9,7.9257785249936799
12.92,-3.5037892669045054
12.94,9.0889204769444305
12.96,34.149276483777484
12.98,83.062232289273993
13.0,86.178804134350031
13.02,68.502030041584447
13.04,29.553817617006473
13.06,-14.72955694617769
13.08,-15.0426288047803
13.1,-1.6202291865068943
13.12,12.911256744948034
13.14,13.12134990162588
13.16,23.920850844547619
13.18,33.05603876084524
13.2,34.701741528049425
13.22,37.205623002311377
13.24,25.01300125325325
13.26,34.421115523371128
13.28,37.225731315774027
13.3,30.804265871393056
13.32,44.18859248761219
13.34,40.976177816666493
13.36,20.248984851660236
13.38,2.5839421946433641
13.4,14.735788782859226
13.42,26.343374587006853
13.44,17.222712934136599
13.46,51.664004281507317
13.48,57.860279914001367
13.5,37.825942424259466
13.52,39.140517239089178
13.54,56.702249656012
13.56,34.069664588201064
13.58,41.616494196043213
13.6,76.101188529815346
13.62,64.787676361724891
13.64,39.270748928134957
13.66,28.506812349714846
13.68,15.160522921877293
13.7,-12.785533878347298
13.72,-0.62016117700077433
13.74,28.917311282133802
13.76,18.051951414671954
13.78,-11.533730162173395
13.8,-1.3605216193112377
13.82,35.75195442566104
13.84,-0.68609797304811526
13.86,-12.611167999414736
13.88,9.0886594698436181
13.9,21.129125809059044
13.92,-15.537246786623236
13.94,-8.8028765750365796
13.96,28.749979172034472
13.98,17.42270133071521
14.0,-14.779542746282212
14.02,5.0278867588153044
14.04,51.63005407448496
14.06,24.669071896363537
14.08,12.582987186313005
14.1,56.805899724874692
14.12,91.079442380690352
14.14,43.324006386222699
14.16,23.332463043732915
14.18,76.239112175189973
14.2,80.925334359629019
14.22,37.276161491429804
14.24,35.979174983734914
14.26,76.970555286486132
14.28,60.467314936800868
14.3,30.827597235419777
14.32,37.199806552457304
14.34,41.463312210300437
14.36,30.181005672622458
14.38,10.891917591944125
14.4,43.193625713238703
14.42,64.673951421401071
14.44,32.331092208791887
14.46,26.020039285620054
14.48,51.922602122449668
14.5,47.652967040171909
14.52,24.309072739192818
14.54,25.118519208868733
14.56,54.112157053556928
14.58,70.098494184153395
14.6,79.649192915775799
14.62,60.917862542876271
14.64,6.7195841242844603
14.66,-53.629414607778088
14.68,-60.551209399557656
14.7,-25.530180230802632
14.72,-0.94849473415346641
14.74,-2.1852174646591807
14.76,-13.242967628574926
14.78,-3.5904532140899637
14.8,2.0666318330482594
14.82,3.0541477917391591
14.84,-7.9802297247850706
14.86,0.38818190509275663
14.88,16.774011082088659
14.9,13.828352482719266
14.92,17.721711085471689
14.94,38.485020114489231
14.96,17.523063994092595
14.98,7.0881304111029069
15.0,48.707459007177704
15.02,70.430133411074621
15.04,34.770052212325183
15.06,33.44333287080488
15.08,65.853702344534355
15.1,85.7399976255507
15.12,84.682489160594628
15.14,80.186549539964119
15.16,102.21402949387445
15.18,111.9913553707753
15.2,70.20793857396518
15.22,32.030733347934714
15.24,29.869560900490598
15.26,50.508063890205136
15.28,53.231830303519537
15.3,59.174985271467285
15.32,49.670219301007727
15.34,23.657049867092464
15.36,1.455098569450622
15.38,-1.591820911493236
15.4,9.2897115585745951
15.42,5.4689656148941701
15.44,6.5910717488669945
15.46,-21.649129562628129
15.48,-35.974345304775206
15.5,-18.541338953088228
15.52,-7.8435843812776875
15.54,-5.604772060193314
15.56,-13.105970180460901
15.58,-28.649003200918699
15.6,-35.265505925082579
15.62,-21.044343056351842
15.64,16.937908190782586
15.66,41.282412077837932
15.68,21.362399551251936
15.7,8.3386977483129439
15.72,22.189318847603037
15.74,34.549170103920019
15.76,53.899711405187745
15.78,55.166304899553836
15.8,38.260398847896361
15.82,46.174410732898991
15.84,62.913488440217215
15.86,74.23259232640163
15.88,65.453783992429521
15.9,63.746074533997373
15.92,53.934212435946812
15.94,50.000944248044576
15.96,51.88934253179545
15.98,55.351915441561779
16.0,53.10262901814248
16.02,49.725725655258415
16.04,38.732206763417189
16.06,38.24504727498271
16.08,31.477729790363167
16.1,23.809259672003037
16.12,30.907359584137012
16.14,37.165624686406332
16.16,33.772955893778224
16.18,28.479646105979402
16.2,13.653443013233442
16.22,16.251871371731561
16.24,2.8645798801040776
16.26,10.419189958989703
16.28,29.767817558495242
16.3,43.124724837948648
16.32,43.475804307089561
16.34,22.865908069847894
16.36,21.997311913630369
16.38,27.179012899465768
16.4,19.259048289040166
16.42,19.781467964021854
16.44,20.496505056828457
16.46,19.30179067575385
16.48,22.083880581354926
16.5,8.0238345291550424
16.52,-1.6130675886121029
16.54,5.4238360316414234
16.56,11.977645095110239
16.58,10.528594251990693
16.6,21.640580317697349
16.62,26.741779593977657
16.64,12.519827251188739
16.66,17.28883034816338
16.68,14.041048354675747
16.7,18.85748869039719
16.72,17.340631088979642
16.74,17.232637428425686
16.76,40.013082670472002
16.78,37.650724850218296
16.8,32.551973045728886
16.82,39.291526743459983
16.84,45.208538681337245
16.86,58.470720296572019
16.88,55.162999051303679
16.9,43.637559815437989
16.92,33.299773002112929
16.94,37.021488058668766
16.96,54.27610106970635
16.98,59.434033058945026
17.0,49.31328345025554
17.02,34.756763956870699
17.04,31.500666594669347
17.06,22.179593021186918
17.08,3.5126161341890292
17.1,5.1837051105885301
17.12,29.54151222983656
17.14,55.292661242114164
17.16,73.728088901756337
17.18,98.345319922540369
17.2,75.591603783281599
17.22,52.468462268921158
17.24,21.378306484778285
17.26,-7.3684352882908355
17.28,-18.070100350456237
17.3,-22.586682018097271
17.32,-19.203140746013446
17.34,-7.6273178365778014
17.36,-18.698836354315787
17.38,-13.512675757328051
17.4,-3.7377995556509065
17.42,-5.4112872192655406
17.44,5.360772427408536
17.46,33.979796867772194
17.48,54.526602980827946
17.5,27.296146492259862
17.52,18.46591013718195
17.54,40.713807903599985
17.56,50.424464523470135
17.58,41.036472403652255
17.6,44.510895506432327
17.62,73.883131247349283
17.64,58.211656516882101
17.66,41.370563062892806
17.68,38.983672773992431
17.7,19.922291396612991
17.72,6.9289354494821067
17.74,15.286685023951165
17.76,34.305288114644867
17.78,45.832001918083471
17.8,53.410322932031178
17.82,62.334252431774125
17.84,68.142128524032387
17.86,53.185275347313031
17.88,45.613747150343755
17.9,38.994428136665988
17.92,39.204979263567594
17.94,30.334871449970183
17.96,13.548061014743155
17.98,19.919082273888097
18.0,19.701400277666671
18.02,15.652835514428876
18.04,-0.85066377227587309
18.06,24.438164240933929
18.08,38.572636070725281
18.1,24.476560759238939
18.12,28.318823615236063
18.14,29.390527588221818
18.16,8.4210954202228976
18.18,-8.0023124616802601
18.2,-14.282522624637176
18.22,-1.9245803441118265
18.24,3.2920603704074236
18.26,-10.207788804700247
18.28,5.0892595818178492
18.3,21.016460336067897
18.32,32.399291274831313
18.34,27.732238833566417
18.36,37.184725480007359
18.38,47.334718504571924
18.4,54.546023782160788
18.42,54.456816859555182
18.44,51.537299669816406
18.46,51.568423221231988
18.48,33.60583412348015
18.5,21.251220670777087
18.52,19.49499257519129
18.54,28.805810768092243
18.56,30.857148657437431
18.58,22.81067398479739
18.6,14.597122160438134
18.62,26.031474402931064
18.64,46.115698448728843
18.66,42.639324830069668
18.68,33.347165972209616
18.7,38.600723361736101
18.72,22.214136311504799
18.74,16.288192536786749
18.76,30.958507963696675
18.78,45.651353941110429
18.8,31.146105329591112
18.82,30.927609348046456
18.84,43.994966390318893
18.86,53.974869456070046
18.88,51.247870157224511
18.9,32.683505089041006
18.92,11.439693376889849
18.94,12.836238492793562
18.96,34.963452269469428
18.98,50.445100330710929
19.0,43.841220406098799
19.02,41.114101643449871
19.04,22.340411106186092
19.06,-3.3715384918364446
19.08,-9.5471560038225327
19.1,12.839312344617824
19.12,25.140763574311439
19.14,22.748565157316868
19.16,24.903355706282163
19.18,27.09367310604696
19.2,22.470080511856882
19.22,15.071358820164319
19.24,16.840367101881633
19.26,29.024578669372872
19.28,35.573787905558113
19.3,24.536053687181489
19.32,-1.6214701978084582
19.34,1.6357523553163165
19.36,41.461382835924468
19.38,61.603393444639977
19.4,60.53490852736909
19.42,44.483672326004495
19.44,36.357422374718496
19.46,53.403538301874292
19.48,78.615412262509906
19.5,98.556511356594996
19.52,64.830871930580344
19.54,30.489105298398005
19.56,16.919047655159758
19.58,18.000542629023386
19.6,17.590967667367401
19.62,10.815264358999965
19.64,-10.887961749902724
19.66,-0.23270335033638276
19.68,15.191989206898938
19.7,19.132282293787604
19.72,36.657303388635789
19.74,57.14599327455538
19.76,62.677402659967491
19.78,33.315461259009481
19.8,23.158175557312035
19.82,21.976237327140659
19.84,-0.98680660931739617
19.86,-34.595712772831014
19.88,-37.182714312295275
19.9,-19.335125157275517
19.92,-26.599811878285742
19.94,-28.180700368129948
19.96,-1.0811064942648914
19.98,-11.305313967770736
20.0,-13.011731513843085
20.02,0.99984687109429871
20.04,38.988430717161677
20.06,19.339166951987593
20.08,27.364592925611696
20.1,87.423053072436801
20.12,93.087679423313844
20.14,60.09036595269562
20.16,75.920056306818566
20.18,127.22289152961162
20.2,98.472886127742754
20.22,53.229447808073388
20.24,76.55239759965427
20.26,103.635784548191
20.28,70.111494593379604
20.3,28.631471724170396
20.32,27.991068726291893
20.34,41.267965548547892
20.36,2.8687627875407791
20.38,-1.195794254334611
20.4,43.998794689591776
20.42,11.159091975444142
20.44,-37.548249274318025
20.46,-14.343709258354767
20.48,9.6576337137292665
20.5,-36.966115952869629
20.52,-43.522692524612907
20.54,5.6844930593974947
20.56,27.931353494757865
20.58,-20.820404563905601
20.6,-2.3522519289328327
20.62,82.191104466839477
20.64,89.964029780370339
20.66,57.588078706073446
20.68,53.747049179883348
20.7,58.11131409782125
20.72,24.568573486919224
20.74,-20.55737383253798
20.76,-3.0364638234929022
20.78,24.121528419083464
20.8,31.478726854282403
20.82,24.146572218974303
20.84,44.311839699864066
20.86,77.498816825406223
20.88,81.804903977408259
20.9,85.663727597562385
20.92,69.112049957171294
20.94,45.608913965779166
20.96,23.170775283083273
20.98,7.0728174238383632
21.0,15.258587824650043
21.02,14.376044898752326
21.04,2.1561952033618592
21.06,-4.3680039947506089
21.08,9.2117860419801527
21.1,21.585370792682632
21.12,30.818884685776769
21.14,24.724355410421605
21.16,32.831806705280627
21.18,37.136737547433505
21.2,31.137584777103005
21.22,14.524651656354637
21.24,2.6544808926867662
21.26,3.5193746168446918
21.28,21.369796355426921
21.3,28.454945901828321
21.32,26.388001722901567
21.34,37.175590679398837
21.36,62.520438309265806
21.38,72.190300692817928
21.4,46.905007228363651
21.42,28.011099600565554
21.44,20.279469188454556
21.46,8.6859816433012149
21.48,10.067793891366833
21.5,10.460348999988767
21.52,20.110187768725233
21.54,40.947023768097822
21.56,56.55531047286081
21.58,43.18084080825102
21.6,22.192533548230383
21.62,21.494837564695572
21.64,35.905637265969176
21.66,48.594071174884704
21.68,37.826244875518185
21.7,32.030603558216697
21.72,49.567488334862702
21.74,65.074163840570492
21.76,62.414088521264887
21.78,8.7773616420019156
21.8,-24.112909417144433
21.82,5.4880880508820553
21.84,49.907421775365208
21.86,36.742790133709761
21.88,-9.0978601035089888
21.9,-21.91692705526571
21.92,1.4224815570205505
21.94,35.655240110206336
21.96,60.851205548529229
21.98,67.870571914375446
22.0,59.319228406838292
22.02,60.529585803740822
22.04,41.184636095850649
22.06,26.419222850509126
22.08,13.701799966482932
22.1,-1.1832314947501614
22.12,-10.970887656814373
22.14,15.826095454569767
22.16,31.991671020254092
22.18,27.630486734640677
22.2,26.091131153186449
22.22,16.71315885953809
22.24,13.611504956721683
22.26,11.964222029804525
22.28,0.8354646982665932
22.3,-12.928923251913417
22.32,-18.038620311879335
22.34,-1.7507817266076229
22.36,7.9941223962896499
22.38,7.1989978920605076
22.4,18.975347024693384
22.42,23.707346022778545
22.44,27.726281964583677
22.46,2.5513798687291929
22.48,-4.7097500538074835
22.5,3.0552180726830001
22.52,10.088428955129146
22.54,11.676329987326611
22.56,35.977302522118606
22.58,50.858775071218062
22.6,52.604459433728778
22.62,69.546088576163172
22.64,87.884263866822238
22.66,86.352125837097844
22.68,63.313530311118456
22.7,76.267604548237955
22.72,93.543173279291324
22.74,88.558737296894805
22.76,95.966355583504637
22.78,126.02457480008987
22.8,111.76031445607285
22.82,49.065162867041288
