time,C3-A1
3.1,-9.6160492423814379
3.12,10.349095230018165
3.14,-6.2724622905528049
3.16,-2.3042674515148911
3.18,-1.6789776651854336
3.2,-9.5577893938058995
3.22,-3.0175467505769298
3.24,-0.93836421000015746
3.26,4.5699752445762307
3.28,11.609498561054455
3.3,19.393607357166772
3.32,9.9873617358671627
3.34,12.419122907000739
3.36,5.4099842636657023
3.38,-2.2322291814297697
3.4,-2.7166225763272536
3.42,-3.8623626632405732
3.44,4.4692015524905262
3.46,-3.7138536732121263
3.48,-8.8954426600892766
3.5,-6.301794517379097
3.52,3.6530840677003145
3.54,15.931272839813003
3.56,12.602312558767531
3.58,12.213698466720988
3.6,16.073916636537675
3.62,10.020933103357645
3.64,10.109897086889019
3.66,9.8146105194855853
3.68,3.3557575533889419
3.7,-0.76612268662599703
3.72,8.233835676671541
3.74,20.154589084925416
3.76,16.047197260898855
3.78,30.175319694067074
3.8,14.124917100546881
3.82,11.798871571908286
3.84,26.599137128264079
3.86,14.718810163068149
3.88,13.537865516495771
3.9,8.6062632128534098
3.92,-12.759756849901791
3.94,2.9073593565718481
3.96,11.915898584322257
3.98,6.2955979525295067
4.0,8.4915015287873779
4.02,3.5106555803236557
4.04,10.804371871880432
4.06,3.1609561707206097
4.08,3.612015809275146
4.1,9.5259685206974254
4.12,-2.2124504925263917
4.14,-5.1485575238878454
4.16,-8.5626217723454552
4.18,-5.1290026879871595
4.2,-9.5478426153970748
4.22,1.6421408588340682
4.24,1.5557696197963649
4.26,3.5632927101301375
4.28,12.776635969269757
4.3,16.03566743882255
4.32,3.233633388460579
4.34,11.634117074050952
4.36,-0.047453375358963615
4.38,0.54697722974687901
4.4,-5.7677823972290811
4.42,-14.997040295766412
4.44,-5.4424694708200967
4.46,2.7445829714777452
4.48,-0.26329762089025366
4.5,5.9847812566791836
4.52,1.2131524643896447
4.54,5.7683854006043642
4.56,7.3495648125401303
4.58,12.327482670085942
4.6,13.451186515852852
4.62,18.303611138850481
4.64,12.134132710578726
4.66,7.5366387569776787
4.68,-3.6401068711579052
4.7,-4.7416279416918394
4.72,-0.89367682721842823
4.74,-1.01597906364795
4.76,7.4203996092877818
4.78,-0.97196463324398297
4.8,9.1605341031033038
4.82,-3.1690886246073329
4.84,10.336969403768782
4.86,2.3911663273896782
4.88,28.290028050093063
4.9,0.16473482426362573
4.92,11.635177442512974
4.94,-2.9256603426880501
4.96,13.034380926348078
4.98,-4.1794110292141076
5.0,-15.009793554612934
5.02,-10.843967373029033
5.04,4.5236773923571381
5.06,10.502519719506532
5.08,5.6104243756883223
5.1,3.786738365194338
5.12,-9.8232569036392512
5.14,-9.6048173691372263
5.16,-9.3943787783922676
5.18,-9.7675626344388338
5.2,-13.044315626916557
5.22,-9.2041801298848664
5.24,-5.7373861429200446
5.26,-0.28780058708690748
5.28,-6.555381555736731
5.3,10.234747274846381
5.32,-8.6229431678523341
5.34,13.255898117667774
5.36,7.74020903478322
5.38,1.8605788752433019
5.4,1.4670981397521907
5.42,-5.9734700249341115
5.44,-8.8399099727785782
5.46,-4.010946601204088
5.48,6.1520212133925183
5.5,12.205425817215277
5.52,1.4284611906194258
5.54,-6.8503819869537681
5.56,-1.1023284285950048
5.58,-5.258762642128664
5.6,-2.3521096362437177
5.62,5.0493835137761423
5.64,1.1774997952726016
5.66,-5.2463214524148176
5.68,-17.969718001195751
5.7,-27.843317792335021
5.72,-23.717344244709015
5.74,-14.768451789609728
5.76,-2.0001334075754569
5.78,1.9039205078436772
5.8,7.1506168294732628
5.82,-22.626063764984561
5.84,5.2453885375570533
5.86,2.2285690939235785
5.88,-6.4772845947993387
5.9,-6.6980306562466909
5.92,-6.6174859433737732
5.94,-8.4255690934267697
5.96,-15.777284612269318
5.98,-8.8534202740813477
6.0,-5.9096176298809144
6.02,-6.1887125064141939
6.04,-5.8557093516618934
6.06,-6.7587331909938984
6.08,1.4087407428583087
6.1,4.7275696435783825
6.12,10.566887788626518
6.14,-2.5012259979072349
6.16,3.5945129240953038
6.18,2.2506398264442709
6.2,2.422727963916365
6.22,-3.0499912936517291
6.24,-1.8582045338609507
6.26,8.312067298905589
6.28,0.5368270918830419
6.3,0.042228532390106155
6.32,-2.5343488722464991
6.34,-16.332890382305472
6.36,-13.376604959363622
6.38,-0.838914309554188
6.4,-8.5380476768159461
6.42,-2.3549842560203307
6.44,0.022621998426140183
6.46,8.069515719381986
6.48,4.4326883139279873
6.5,-4.1756760143928107
6.52,0.049582596276176338
6.54,-9.5401402471162342
6.56,-8.3520717195887038
6.58,3.465523692435962
6.6,1.9737849237888667
6.62,-10.869802662548889
6.64,-0.40312650107067161
6.66,-3.5826086700269739
6.68,-2.2068912860028891
6.7,4.0946494993813944
6.72,3.7280231843286638
6.74,5.0376921731613891
6.76,20.066631705104495
6.78,12.469730738257102
6.8,-1.6871344688110486
6.82,-4.6153530267897604
6.84,8.2776024375865553
6.86,21.789321616134774
6.88,13.647377913849169
6.9,9.6632658022560065
6.92,8.2862451995072846
6.94,-6.3753190923438723
6.96,6.2663731315261186
6.98,2.2600402206743029
7.0,7.8132779248383653
7.02,4.1310269720346433
7.04,1.0965986364735896
7.06,8.5809646676460556
7.08,-1.9801173546002184
7.1,8.839228676178017
7.12,11.353091133130341
7.14,8.6575248739212434
7.16,16.687121529601821
7.18,5.5715959374962996
7.2,9.3837901171076119
7.22,12.07932146387579
7.24,12.037317626611712
7.26,12.268899996183748
7.28,0.32557455772097832
7.3,2.2503287202137794
7.32,3.5265857076937768
7.34,7.8204779837948593
7.36,14.316945518835867
7.38,14.458461186296802
7.4,21.136350531568741
7.42,14.747083351227479
7.44,13.514050927292917
7.46,19.521445559044409
7.48,26.985681811754947
7.5,15.432315888948732
7.52,8.3105197661042496
7.54,-2.8423820151196666
7.56,1.4175984699262401
7.58,0.33875787643656313
7.6,-0.09159988883792218
7.62,-18.326387331812711
7.64,-10.098639194609811
7.66,-7.1705536536380503
7.68,-8.0461744099030952
7.7,-6.2691211007273528
7.72,-13.115037774130663
7.74,-5.6893690280675244
7.76,12.334884125943132
7.78,-6.7548615566509085
7.8,-22.24927289822498
7.82,10.245315454141661
7.84,-6.4625484507594324
7.86,5.2724279698932737
7.88,17.867939282800045
7.9,-17.623951228499415
7.92,-24.561211027513856
7.94,-16.32017133199335
7.96,-12.398934143615325
7.98,-10.731046111966908
8.0,-7.099940839973006
8.02,8.7255704849529998
8.04,8.8184502442996209
8.06,-0.63910419578711175
8.08,-7.1758435519210222
8.1,-4.6034943896490494
8.12,-14.785038907390994
8.14,-20.635032565247222
8.16,-9.6103864544088005
8.18,-6.5445661249397986
8.2,-7.5260466859787254
8.22,-11.049949279825904
8.24,9.2528806028261563
8.26,6.1886601764771596
8.28,2.6069256052314915
8.3,-21.115502859040433
8.32,-26.886619520324881
8.34,7.907701043337827
8.36,13.748006936360483
8.38,8.7196857939229702
8.4,5.4510966476399219
8.42,15.907888441170865
8.44,8.0035801447055945
8.46,25.831858798160113
8.48,4.4422874129887511
8.5,15.069665828810148
8.52,9.9134875752892668
8.54,22.876142301360073
8.56,22.821813961104624
8.58,18.787655449441143
8.6,22.091794506743344
8.62,16.69630142730071
8.64,26.123106954686516
8.66,17.080025730847087
8.68,34.580451467735287
8.7,31.295716347518621
8.72,19.283782631434381
8.74,18.844045598016365
8.76,-1.7096416004156907
8.78,5.5861880462528841
8.8,-11.959385894254371
8.82,-5.2050628497967697
8.84,-16.306809826531719
8.86,-17.058013255492867
8.88,-9.0675151569974908
8.9,21.656272969714191
8.92,9.0052189844032426
8.94,-11.156147681461604
8.96,-11.522296724514511
8.98,-3.0585553688290021
9.0,-6.3110575289293624
9.02,6.4390823635831973
9.04,0.92064591457313905
9.06,-20.711518205268408
9.08,-11.832214762105039
9.1,-16.595623775226784
9.12,-19.228451854273473
9.14,-26.224579281977842
9.16,-28.436298500389007
9.18,-6.054412886441555
9.2,-2.1025728205542755
9.22,3.9446231449042273
9.24,-2.1406175212542093
9.26,-13.13556096169375
9.28,-16.921895430626765
9.3,-22.145989127262805
9.32,3.193699711657648
9.34,10.600026860015799
9.36,6.2106520402488616
9.38,4.3951405216480914
9.4,-1.3558703042553211
9.42,-2.9453329755851252
9.44,12.390885110114889
9.46,-4.0391909500884218
9.48,-10.873421309395328
9.5,2.4312402739353081
9.52,7.9360658007878202
9.54,4.3815173407542636
9.56,8.2785436538850057
9.58,2.8849583276734374
9.6,9.6786803898134526
9.62,27.885160844165721
9.64,-4.1270611298078741
9.66,-3.6089656877300111
9.68,-8.43454520275262
9.7,-6.0907067791069043
9.72,-5.3496577286255826
9.74,-23.578680795779544
9.76,6.5514464833280321
9.78,-4.5648570417892014
9.8,4.9444425927382554
9.82,5.8186263527279802
9.84,-10.872475849627239
9.86,-15.188773970495959
9.88,-11.593845908522832
9.9,-6.3236608203573832
9.92,-0.036969007251352437
9.94,-6.5700394931852752
9.96,-7.0241414247020666
9.98,-1.1344872869911877
10.0,-21.216700141550724
10.02,-8.6191074455482166
10.04,-9.6698678215555915
10.06,-8.8977151579505431
10.08,-6.8400471341529014
10.1,-5.0920873158607165
10.12,4.7299498469542085
10.14,4.2439202908503777
10.16,0.48012860042255323
10.18,1.8269876591005623
10.2,-2.5372723005847009
10.22,-3.4738323818201806
10.24,-6.8916486473913432
10.26,-0.94782942920168289
10.28,-8.4150413590021707
10.3,-3.7640128199478871
10.32,4.5658340361039711
10.34,17.025526205947482
10.36,20.679064556590511
10.38,19.780240111651111
10.4,1.548528898635654
10.42,13.523925665681778
10.44,9.8614510849117885
10.46,10.458380085365604
10.48,7.8490236746627664
10.5,1.4658308528021846
10.52,3.4185827097141441
10.54,16.051265372428766
10.56,4.9961455888695552
10.58,7.0952631116033755
10.6,1.9459074782228516
10.62,2.4314002649991107
10.64,-6.7168899235065744
10.66,-6.6325309467687878
10.68,-8.203524647739874
10.7,6.4809276857923059
10.72,-0.69700054853714111
10.74,0.63051877744985352
10.76,9.0203035476668134
10.78,2.6594269323612298
10.8,0.27614952842452845
10.82,1.4360947611669901
10.84,11.694161082074418
10.86,20.778099562786526
10.88,28.408248717851155
10.9,26.747022699930582
10.92,34.062142063019976
10.94,25.524884020621396
10.96,23.897303349284272
10.98,11.297578838832656
11.0,10.616284982734248
11.02,-9.7443190105238564
11.04,-12.01231062077059
11.06,-13.509759050949782
11.08,-2.3757476995524924
11.1,0.7937614811992828
11.12,-0.95461525203048814
11.14,-2.1387948921047077
11.16,-8.9184568178829533
11.18,8.5158309260078351
11.2,21.378740799489446
11.22,20.810971318582276
11.24,8.5313181448709088
11.26,-3.4847998772121431
11.28,-1.6516399759471836
11.3,-2.1806279336202712
11.32,6.7676461644506816
11.34,9.7699652233309209
11.36,-3.5667480151021493
11.38,-5.9301864275589349
11.4,-8.2361615940751882
11.42,4.5304769040638879
11.44,11.741104824512059
11.46,14.079571524940215
11.48,5.6256684991408141
11.5,-10.442661041508583
11.52,1.3741533392505469
11.54,-10.27412442332075
11.56,-2.9586406719186682
11.58,-4.5030638407332875
11.6,15.098776500768832
11.62,2.5575630814996364
11.64,-1.8566918430672481
11.66,-3.0814849025674369
11.68,-19.390739605626575
11.7,-16.579734472707365
11.72,-4.8902737974036548
11.74,-16.465506417722828
11.76,-20.892918127265755
11.78,-28.721425718459308
11.8,-32.953546394882395
11.82,-30.126266541663806
11.84,-24.729022897382109
11.86,-18.308508610923663
11.88,-6.4495870712569099
11.9,-3.079179559499031
11.92,4.8717075353906383
11.94,13.627482581724252
11.96,13.898822811941995
11.98,-4.9406335541660473
12.0,0.76213959409967447
12.02,-12.594955489914069
12.04,-5.2612527939278904
12.06,0.62504333091260411
12.08,2.6449083600614514
12.1,4.1570408426928092
12.12,8.7532282443674987
12.14,8.3151334353839719
12.16,4.3450760343338191
12.18,2.6001795199933588
12.2,4.8904580168743363
12.22,-4.0678856833920651
12.24,5.2102983417382571
12.26,16.030168818915026
12.28,8.4082379070747066
12.3,10.296802575802733
12.32,22.508558852938162
12.34,0.77746739622425576
12.36,5.6824733419179125
12.38,-5.5363128953284617
12.4,-4.0395648993694868
12.42,4.0920902653118487
12.44,0.75521777207223117
12.46,5.5367956856661795
12.48,2.8276927002515237
12.5,15.935676532857507
12.52,9.9179931471191267
12.54,2.552774040244099
12.56,9.2430962195730881
12.58,16.089506913115358
12.6,9.4953641988737623
12.62,-3.2909338187804176
12.64,13.746981083017154
12.66,1.8438250390142463
12.68,-4.5713776618267588
12.7,-3.8161916497922905
12.72,-9.9965560743268682
12.74,-11.248236841993087
12.76,-7.7713591447668211
12.78,11.182140403083075
12.8,21.178841329299686
12.82,19.306400197333172
12.84,13.818216225199945
12.86,7.4339519644086991
12.88,7.2346567304117446
12.9,5.5239014757071159
12.92,-3.8566046625093553
12.94,-5.1036457072028192
12.96,-4.2933864872340353
12.98,-7.3590691911707165
13.0,-4.7877966268958279
13.02,-8.0561317815981965
13.04,-0.14700366113035146
13.06,6.8172739665863347
13.08,4.7725094586519594
13.1,1.610727089474091
13.12,9.3063749774746167
13.14,0.94770451765032893
13.16,5.1403532577760016
13.18,0.7337436146451819
13.2,1.2639128308506529
13.22,-2.5996498930263856
13.24,-4.3747602295878814
13.26,6.4401425312484815
13.28,6.5335048386300407
13.3,5.7803527258515626
13.32,11.205307969421614
13.34,21.22065780956618
13.36,21.868430376578829
13.38,12.987235673144689
13.4,14.69951265363064
13.42,2.6711426789282746
13.44,-0.00018462627130844123
13.46,1.5636857367826826
13.48,-0.64372666420455749
13.5,0.49249348557292894
13.52,-1.1063612583081057
13.54,-8.6645233878884227
13.56,-18.452718760493561
13.58,-9.530521520149847
13.6,-16.398260653621762
13.62,4.6145547482819378
13.64,-14.476854613450811
13.66,-2.3317027021382453
13.68,-11.595273778049357
13.7,-11.419627109185811
13.72,-9.0673072596821847
13.74,-19.349747065161939
13.76,-15.961801080776958
13.78,-22.509289502422796
13.8,-9.3947126507103533
13.82,-14.117948377927872
13.84,-9.1490569792165335
13.86,-23.666087347500973
13.88,-16.735222146779048
13.9,-18.124537331490146
13.92,-10.256000292235736
13.94,5.170763847534479
13.96,12.203492426097393
13.98,20.142755292556746
14.0,17.778808591385587
14.02,14.810812666320212
14.04,8.4501737875739327
14.06,21.091246234532829
14.08,8.8084868375916798
14.1,11.045695059090766
14.12,3.6680226434958398
14.14,10.906902468465109
14.16,1.186846914765999
14.18,1.2914117305323984
14.2,3.3545200702408087
14.22,7.0584704562236196
14.24,10.089790633866725
14.26,-3.6597972318570018
14.28,-6.9432738204213207
14.3,6.1462115325038749
14.32,-10.856409756627503
14.34,-4.4917727333551776
14.36,8.0824261102947172
14.38,3.4206553485977156
14.4,-1.389337232668258
14.42,6.1432794014151808
14.44,17.525248468285568
14.46,3.6416905677668652
14.48,1.6027174983811165
14.5,-14.006952496879327
14.52,0.46930468043100981
14.54,16.533778183977027
14.56,13.654525235574559
14.58,30.87555182617254
14.6,20.441157764171798
14.62,18.779258118420813
14.64,-0.76118129054690842
14.66,1.3229458501347049
14.68,3.9009844396428219
14.7,-1.9840451010329894
14.72,0.74648910407396174
14.74,-3.3544620237557874
14.76,-21.426012256695547
14.78,-5.3707700843174502
14.8,-9.4432521890151335
14.82,-4.2037094872796779
14.84,-2.9251309602472197
14.86,-5.4078145074600146
14.88,-8.7999640379946058
14.9,-7.801818227443361
14.92,-10.299990842827892
14.94,-4.1019248667083232
14.96,-3.214672910137975
14.98,9.9929006716332474
15.0,1.8171538076462761
15.02,4.6344974971226423
15.04,6.8378363795995627
15.06,-2.6766123805047601
15.08,9.3124357286290067
15.1,5.3791551906663262
15.12,-2.7232030323633327
15.14,-3.8947966138767849
15.16,-6.7211040087899541
15.18,-13.631895198383658
15.2,-6.2888140004013353
15.22,-11.022400266894309
15.24,-4.3532648856851024
15.26,-8.5640289280215711
15.28,-0.81487241907335184
15.3,-15.605471649079853
15.32,-1.2603710138673705
15.34,-12.20747298098018
15.36,-8.4850315050756286
15.38,-3.1934396672881538
15.4,-7.9966629846403574
15.42,1.6419637795871593
15.44,4.9132202426228426
15.46,-3.273135698646056
15.48,-28.532501475863583
15.5,-5.8663804358870308
15.52,-2.8213385406996494
15.54,1.1022716968588999
15.56,3.7807321660725126
15.58,9.8223056312272909
15.6,7.1270524973803422
15.62,16.115993520669157
15.64,19.245110121399705
15.66,2.6966491345995562
15.68,7.9325940222131432
15.7,24.797849462314904
15.72,18.45720955176898
15.74,19.261245217342843
15.76,7.4638441254892918
15.78,7.2690505966961974
15.8,2.9147993782848212
15.82,4.2260262398438053
15.84,3.5013395399409806
15.86,14.742329854067332
15.88,5.8899755843679324
15.9,-7.6853793507028119
15.92,-0.86672322752741549
15.94,-5.9057912516322659
15.96,-4.619071174046824
15.98,-12.210248317728219
16.0,6.6464412364710386
16.02,5.344417757495
16.04,7.6951411280261448
16.06,15.700441789756029
16.08,-1.9282510445707746
16.1,-10.757514673878712
16.12,-7.8885747610246737
16.14,7.3315120675432812
16.16,14.68169155666768
16.18,13.101923141298842
16.2,-0.62404021922786246
16.22,14.912970643086489
16.24,0.38696878352330161
16.26,-3.5365032971144275
16.28,-24.544502180122311
16.3,-20.944803685997709
16.32,-15.273938914498764
16.34,-4.9117790833458184
16.36,-2.852240650559541
16.38,3.4579013453279424
16.4,7.9722736270953636
16.42,-11.455357945612773
16.44,4.803058614676381
16.46,0.28706696518299685
16.48,4.3235288105037295
16.5,21.523050711622947
16.52,28.896114823802385
16.54,32.864480343556309
16.56,24.171955337999776
16.58,26.155219761802257
16.6,14.024615870919442
16.62,9.6865899905812824
16.64,4.9351521433191081
16.66,19.759618720236304
16.68,19.348583096564546
16.7,10.603539430263465
16.72,12.147495115974463
16.74,14.852242097637607
16.76,4.9977810946156955
16.78,-1.8715271821187873
16.8,-5.000101546923152
16.82,-2.5592630920860926
16.84,1.2852794931367224
16.86,-6.7793923593966232
16.88,-7.6842535955138551
16.9,-2.2822706317822501
16.92,-0.032916055642969816
16.94,-13.347555448013031
16.96,-15.853415963082083
16.98,-15.426445863571868
17.0,-9.1568612786065113
17.02,1.8226186477962478
17.04,1.2003736028550049
17.06,-2.4153218790775752
17.08,3.4270406449392117
17.1,8.186089227726697
17.12,1.4122069976028453
17.14,5.5915511536086591
17.16,5.1700972903794087
17.18,-12.779064549898212
17.2,-7.3349851372985713
17.22,-6.3188846204372577
17.24,1.8946010423418915
17.26,12.4098996246209
17.28,8.1864149464899469
17.3,21.92060395215994
17.32,10.480712093477511
17.34,6.378808279648104
17.36,-3.6666871445258971
17.38,-12.187235899663026
17.4,-26.124346190205291
17.42,-0.75803536829614204
17.44,-8.0152947969961854
17.46,0.54029933646882922
17.48,4.2768270756386748
17.5,-7.1093036538173404
17.52,-7.5310816542016159
17.54,-14.350626137140951
17.56,-9.4195318516787285
17.58,2.2460433700402578
17.6,-0.23353274788244457
17.62,-0.031080253384555154
17.64,19.114227820977124
17.66,4.15003228585174
17.68,-4.5312284320411607
17.7,-12.720120908837243
17.72,-15.481360264404991
17.74,-15.422360288810477
17.76,-18.457315049835739
17.78,-9.7074130106955305
17.8,-5.7610086106794425
17.82,-4.6401075210761507
17.84,2.6194181435351731
17.86,-1.7484840286788685
17.88,-4.4869702870154482
17.9,0.39491119862511309
17.92,0.39985780845638003
17.94,-4.7207661459495185
17.96,-7.2840561088540152
17.98,-10.60811943177395
18.0,-3.0307021400651006
18.02,-6.0651027212741253
18.04,-11.775883876740199
18.06,0.96033921485504736
18.08,-4.1522893328391612
18.1,13.35631825797779
18.12,-3.1663741428579502
18.14,5.1885106792315998
18.16,-4.7347840352201267
18.18,-10.524010141869541
18.2,-13.518966425202793
18.22,-6.5227244697209192
18.24,4.5899033737500075
18.26,19.910884731873871
18.28,8.9159333736498976
18.3,10.094656340180181
18.32,19.342659451495255
18.34,-6.5592952008186085
18.36,-11.598807334823805
18.38,-5.7176738891736711
18.4,-17.98165285964965
18.42,-37.852694941092544
18.44,-31.796691180770626
18.46,-34.337350338517211
18.48,-11.389449992505101
18.5,-2.5118789338125525
18.52,8.5844622159317616
18.54,10.806361641218439
18.56,6.6434925798177016
18.58,-0.82328921656200116
18.6,10.229902363614404
18.62,9.5917265610235898
18.64,16.718376016067015
18.66,25.113378972270333
18.68,38.493908006091267
18.7,17.626222282834856
18.72,37.675291304809789
18.74,19.002313008894838
18.76,30.422801730048729
18.78,12.366864550703356
18.8,19.392653046856985
18.82,13.869514474100464
18.84,12.076577371972171
18.86,1.4920100784029331
18.88,-2.1408268914445134
18.9,-1.7099740779211956
18.92,4.4723206645388816
18.94,1.5746381819316411
18.96,13.883795332625521
18.98,18.522799123960269
19.0,8.7346495249084821
19.02,18.390844236195811
19.04,8.542929701454689
19.06,5.5564855701189764
19.08,10.86021034662425
19.1,-4.2231057309687916
19.12,4.5988915356333351
19.14,2.1796123992999696
19.16,1.7055149207851841
19.18,-12.973688185114849
19.2,-18.899486916839749
19.22,-19.790356877847625
19.24,-12.038704147549785
19.26,2.6390529907981879
19.28,9.2866951198444472
19.3,14.694394739919696
19.32,11.234649817764426
19.34,6.2946065916553051
19.36,3.6518845621727425
19.38,0.97943586464759858
19.4,-9.2445524193645738
19.42,17.741533803219816
19.44,4.3561207638924886
19.46,7.5886832921136973
19.48,9.8902565592147145
19.5,0.52365000591626698
19.52,3.609245334426797
19.54,7.6863301615017452
19.56,0.064504282070739216
19.58,-2.4171176892039696
19.6,-1.9608323534939371
19.62,-24.040722048528245
19.64,0.92186951435763365
19.66,8.6191658837891314
19.68,20.354366627147733
19.7,-1.0677816969231746
19.72,-14.935377612341078
19.74,-13.976165295765433
19.76,-5.2553539088458736
19.78,1.6584356421975941
19.8,-1.5794046611972326
19.82,-8.0443781182152527
19.84,-16.242084843507268
19.86,-12.271983174350776
19.88,-12.756699631037312
19.9,3.2151321734314604
19.92,13.922209581633672
19.94,-4.6057567409548534
19.96,-1.1011385869189469
19.98,-3.0980231121650643
20.0,-7.8244552861299104
20.02,-17.941543244613275
20.04,-13.731846490466381
20.06,-7.3079117959066693
20.08,-11.48974490256507
20.1,-1.1520053119134208
20.12,4.3321402692561675
20.14,4.7804507472710798
20.16,9.1715907375667207
20.18,6.2059253347331644
20.2,5.3594622619629257
20.22,6.577086569656446
20.24,24.798027463449699
20.26,2.8472927427573995
20.28,8.9036701876331925
20.3,4.7152829200792912
20.32,-23.849314879699509
20.34,0.049985504710381212
20.36,7.3928463939638185
20.38,15.713211641395525
20.4,-6.3251421676344037
20.42,1.0578695884063187
20.44,14.025476178337108
20.46,11.869780959173649
20.48,11.918779218038431
20.5,0.34749605209681822
20.52,-3.528831360478804
20.54,-3.3048780343149251
20.56,-8.5315354560955878
20.58,8.5748006097120779
20.6,7.9583655067158512
20.62,10.542999338954063
20.64,10.401507957428167
20.66,-1.2221927482314787
20.68,-6.7804400864364407
20.7,-4.8038543848986839
20.72,-6.0340891747370708
20.74,1.617581387095675
20.76,8.8097323559683964
20.78,14.317990431883969
20.8,8.5285841743075004
20.82,11.867417210089512
20.84,7.6808571226807647
20.86,10.303857709256311
20.88,1.3984127196333187
20.9,15.647701625664528
20.92,-10.094170420993201
20.94,-3.2982677816803498
20.96,-17.983721413965839
20.98,-19.214382786235763
21.0,-6.2552640072446515
21.02,-27.36950560443444
21.04,-9.4200472127288588
21.06,-11.92503188792063
21.08,11.183420886635936
21.1,-8.5308922034362062
21.12,-0.54995923090653498
21.14,-10.395221189640166
21.16,-27.818188775803719
21.18,-9.2246025473711448
21.2,-6.0358681022432643
21.22,-8.9607249823561474
21.24,-6.5275599416121768
21.26,-7.2641393147614535
21.28,-26.830101751124094
21.3,-15.022927352223894
21.32,-8.2519769680979866
21.34,-10.673175334533468
21.36,-10.818302102140921
21.38,-5.0699010692242874
